Time,ECG [V],Annotation
[21:37:33.112],-0.376,Awake
[21:37:33.116],-0.369,Awake
[21:37:33.120],-0.369,Awake
[21:37:33.124],-0.361,Awake
[21:37:33.128],-0.361,Awake
[21:37:33.132],-0.353,Awake
[21:37:33.136],-0.353,Awake
[21:37:33.140],-0.353,Awake
[21:37:33.144],-0.345,Awake
[21:37:33.148],-0.345,Awake
[21:37:33.152],-0.337,Awake
[21:37:33.156],-0.337,Awake
[21:37:33.160],-0.337,Awake
[21:37:33.164],-0.329,Awake
[21:37:33.168],-0.329,Awake
[21:37:33.172],-0.322,Awake
[21:37:33.176],-0.322,Awake
[21:37:33.180],-0.314,Awake
[21:37:33.184],-0.306,Awake
[21:37:33.188],-0.306,Awake
[21:37:33.192],-0.298,Awake
[21:37:33.196],-0.282,Awake
[21:37:33.200],-0.282,Awake
[21:37:33.204],-0.282,Awake
[21:37:33.208],-0.275,Awake
[21:37:33.212],-0.259,Awake
[21:37:33.216],-0.251,Awake
[21:37:33.220],-0.243,Awake
[21:37:33.224],-0.235,Awake
[21:37:33.228],-0.227,Awake
[21:37:33.232],-0.22,Awake
[21:37:33.236],-0.212,Awake
[21:37:33.240],-0.212,Awake
[21:37:33.244],-0.204,Awake
[21:37:33.248],-0.196,Awake
[21:37:33.252],-0.188,Awake
[21:37:33.256],-0.188,Awake
[21:37:33.260],-0.188,Awake
[21:37:33.264],-0.188,Awake
[21:37:33.268],-0.18,Awake
[21:37:33.272],-0.18,Awake
[21:37:33.276],-0.18,Awake
[21:37:33.280],-0.18,Awake
[21:37:33.284],-0.188,Awake
[21:37:33.288],-0.196,Awake
[21:37:33.292],-0.204,Awake
[21:37:33.296],-0.212,Awake
[21:37:33.300],-0.212,Awake
[21:37:33.304],-0.227,Awake
[21:37:33.308],-0.235,Awake
[21:37:33.312],-0.243,Awake
[21:37:33.316],-0.251,Awake
[21:37:33.320],-0.259,Awake
[21:37:33.324],-0.267,Awake
[21:37:33.328],-0.275,Awake
[21:37:33.332],-0.282,Awake
[21:37:33.336],-0.282,Awake
[21:37:33.340],-0.29,Awake
[21:37:33.344],-0.29,Awake
[21:37:33.348],-0.29,Awake
[21:37:33.352],-0.29,Awake
[21:37:33.356],-0.306,Awake
[21:37:33.360],-0.298,Awake
[21:37:33.364],-0.298,Awake
[21:37:33.368],-0.298,Awake
[21:37:33.372],-0.298,Awake
[21:37:33.376],-0.298,Awake
[21:37:33.380],-0.29,Awake
[21:37:33.384],-0.29,Awake
[21:37:33.388],-0.29,Awake
[21:37:33.392],-0.29,Awake
[21:37:33.396],-0.282,Awake
[21:37:33.400],-0.282,Awake
[21:37:33.404],-0.282,Awake
[21:37:33.408],-0.29,Awake
[21:37:33.412],-0.282,Awake
[21:37:33.416],-0.282,Awake
[21:37:33.420],-0.282,Awake
[21:37:33.424],-0.282,Awake
[21:37:33.428],-0.282,Awake
[21:37:33.432],-0.275,Awake
[21:37:33.436],-0.275,Awake
[21:37:33.440],-0.275,Awake
[21:37:33.444],-0.275,Awake
[21:37:33.448],-0.267,Awake
[21:37:33.452],-0.267,Awake
[21:37:33.456],-0.267,Awake
[21:37:33.460],-0.267,Awake
[21:37:33.464],-0.259,Awake
[21:37:33.468],-0.259,Awake
[21:37:33.472],-0.259,Awake
[21:37:33.476],-0.251,Awake
[21:37:33.480],-0.251,Awake
[21:37:33.484],-0.243,Awake
[21:37:33.488],-0.243,Awake
[21:37:33.492],-0.243,Awake
[21:37:33.496],-0.235,Awake
[21:37:33.500],-0.235,Awake
[21:37:33.504],-0.235,Awake
[21:37:33.508],-0.235,Awake
[21:37:33.512],-0.235,Awake
[21:37:33.516],-0.235,Awake
[21:37:33.520],-0.235,Awake
[21:37:33.524],-0.235,Awake
[21:37:33.528],-0.243,Awake
[21:37:33.532],-0.235,Awake
[21:37:33.536],-0.243,Awake
[21:37:33.540],-0.243,Awake
[21:37:33.544],-0.243,Awake
[21:37:33.548],-0.243,Awake
[21:37:33.552],-0.243,Awake
[21:37:33.556],-0.243,Awake
[21:37:33.560],-0.243,Awake
[21:37:33.564],-0.235,Awake
[21:37:33.568],-0.243,Awake
[21:37:33.572],-0.243,Awake
[21:37:33.576],-0.251,Awake
[21:37:33.580],-0.243,Awake
[21:37:33.584],-0.243,Awake
[21:37:33.588],-0.243,Awake
[21:37:33.592],-0.243,Awake
[21:37:33.596],-0.243,Awake
[21:37:33.600],-0.243,Awake
[21:37:33.604],-0.243,Awake
[21:37:33.608],-0.251,Awake
[21:37:33.612],-0.251,Awake
[21:37:33.616],-0.251,Awake
[21:37:33.620],-0.251,Awake
[21:37:33.624],-0.251,Awake
[21:37:33.628],-0.251,Awake
[21:37:33.632],-0.243,Awake
[21:37:33.636],-0.243,Awake
[21:37:33.640],-0.243,Awake
[21:37:33.644],-0.235,Awake
[21:37:33.648],-0.227,Awake
[21:37:33.652],-0.227,Awake
[21:37:33.656],-0.22,Awake
[21:37:33.660],-0.22,Awake
[21:37:33.664],-0.212,Awake
[21:37:33.668],-0.212,Awake
[21:37:33.672],-0.212,Awake
[21:37:33.676],-0.22,Awake
[21:37:33.680],-0.204,Awake
[21:37:33.684],-0.196,Awake
[21:37:33.688],-0.18,Awake
[21:37:33.692],-0.173,Awake
[21:37:33.696],-0.165,Awake
[21:37:33.700],-0.165,Awake
[21:37:33.704],-0.165,Awake
[21:37:33.708],-0.18,Awake
[21:37:33.712],-0.188,Awake
[21:37:33.716],-0.196,Awake
[21:37:33.720],-0.204,Awake
[21:37:33.724],-0.212,Awake
[21:37:33.728],-0.212,Awake
[21:37:33.732],-0.212,Awake
[21:37:33.736],-0.22,Awake
[21:37:33.740],-0.227,Awake
[21:37:33.744],-0.243,Awake
[21:37:33.748],-0.267,Awake
[21:37:33.752],-0.275,Awake
[21:37:33.756],-0.282,Awake
[21:37:33.760],-0.29,Awake
[21:37:33.764],-0.29,Awake
[21:37:33.768],-0.282,Awake
[21:37:33.772],-0.29,Awake
[21:37:33.776],-0.29,Awake
[21:37:33.780],-0.282,Awake
[21:37:33.784],-0.282,Awake
[21:37:33.788],-0.29,Awake
[21:37:33.792],-0.29,Awake
[21:37:33.796],-0.29,Awake
[21:37:33.800],-0.282,Awake
[21:37:33.804],-0.282,Awake
[21:37:33.808],-0.282,Awake
[21:37:33.812],-0.282,Awake
[21:37:33.816],-0.275,Awake
[21:37:33.820],-0.243,Awake
[21:37:33.824],-0.165,Awake
[21:37:33.828],-0.008,Awake
[21:37:33.832],0.259,Awake
[21:37:33.836],0.604,Awake
[21:37:33.840],0.98,Awake
[21:37:33.844],0.996,Awake
[21:37:33.848],0.996,Awake
[21:37:33.852],0.996,Awake
[21:37:33.856],0.996,Awake
[21:37:33.860],0.651,Awake
[21:37:33.864],0.008,Awake
[21:37:33.868],-0.51,Awake
[21:37:33.872],-0.753,Awake
[21:37:33.876],-0.784,Awake
[21:37:33.880],-0.682,Awake
[21:37:33.884],-0.557,Awake
[21:37:33.888],-0.463,Awake
[21:37:33.892],-0.416,Awake
[21:37:33.896],-0.392,Awake
[21:37:33.900],-0.4,Awake
[21:37:33.904],-0.4,Awake
[21:37:33.908],-0.4,Awake
[21:37:33.912],-0.4,Awake
[21:37:33.916],-0.392,Awake
[21:37:33.920],-0.384,Awake
[21:37:33.924],-0.392,Awake
[21:37:33.928],-0.384,Awake
[21:37:33.932],-0.384,Awake
[21:37:33.936],-0.384,Awake
[21:37:33.940],-0.376,Awake
[21:37:33.944],-0.369,Awake
[21:37:33.948],-0.369,Awake
[21:37:33.952],-0.361,Awake
[21:37:33.956],-0.369,Awake
[21:37:33.960],-0.361,Awake
[21:37:33.964],-0.361,Awake
[21:37:33.968],-0.353,Awake
[21:37:33.972],-0.353,Awake
[21:37:33.976],-0.353,Awake
[21:37:33.980],-0.345,Awake
[21:37:33.984],-0.337,Awake
[21:37:33.988],-0.337,Awake
[21:37:33.992],-0.329,Awake
[21:37:33.996],-0.329,Awake
[21:37:34.000],-0.322,Awake
[21:37:34.004],-0.329,Awake
[21:37:34.008],-0.329,Awake
[21:37:34.012],-0.329,Awake
[21:37:34.016],-0.322,Awake
[21:37:34.020],-0.322,Awake
[21:37:34.024],-0.322,Awake
[21:37:34.028],-0.314,Awake
[21:37:34.032],-0.306,Awake
[21:37:34.036],-0.298,Awake
[21:37:34.040],-0.298,Awake
[21:37:34.044],-0.29,Awake
[21:37:34.048],-0.282,Awake
[21:37:34.052],-0.282,Awake
[21:37:34.056],-0.275,Awake
[21:37:34.060],-0.275,Awake
[21:37:34.064],-0.259,Awake
[21:37:34.068],-0.251,Awake
[21:37:34.072],-0.243,Awake
[21:37:34.076],-0.235,Awake
[21:37:34.080],-0.227,Awake
[21:37:34.084],-0.22,Awake
[21:37:34.088],-0.22,Awake
[21:37:34.092],-0.212,Awake
[21:37:34.096],-0.196,Awake
[21:37:34.100],-0.188,Awake
[21:37:34.104],-0.18,Awake
[21:37:34.108],-0.18,Awake
[21:37:34.112],-0.173,Awake
[21:37:34.116],-0.165,Awake
[21:37:34.120],-0.173,Awake
[21:37:34.124],-0.173,Awake
[21:37:34.128],-0.165,Awake
[21:37:34.132],-0.165,Awake
[21:37:34.136],-0.165,Awake
[21:37:34.140],-0.165,Awake
[21:37:34.144],-0.165,Awake
[21:37:34.148],-0.173,Awake
[21:37:34.152],-0.18,Awake
[21:37:34.156],-0.188,Awake
[21:37:34.160],-0.196,Awake
[21:37:34.164],-0.204,Awake
[21:37:34.168],-0.212,Awake
[21:37:34.172],-0.227,Awake
[21:37:34.176],-0.235,Awake
[21:37:34.180],-0.243,Awake
[21:37:34.184],-0.251,Awake
[21:37:34.188],-0.259,Awake
[21:37:34.192],-0.267,Awake
[21:37:34.196],-0.275,Awake
[21:37:34.200],-0.282,Awake
[21:37:34.204],-0.29,Awake
[21:37:34.208],-0.29,Awake
[21:37:34.212],-0.298,Awake
[21:37:34.216],-0.29,Awake
[21:37:34.220],-0.282,Awake
[21:37:34.224],-0.298,Awake
[21:37:34.228],-0.298,Awake
[21:37:34.232],-0.298,Awake
[21:37:34.236],-0.298,Awake
[21:37:34.240],-0.306,Awake
[21:37:34.244],-0.306,Awake
[21:37:34.248],-0.306,Awake
[21:37:34.252],-0.306,Awake
[21:37:34.256],-0.306,Awake
[21:37:34.260],-0.306,Awake
[21:37:34.264],-0.306,Awake
[21:37:34.268],-0.298,Awake
[21:37:34.272],-0.298,Awake
[21:37:34.276],-0.298,Awake
[21:37:34.280],-0.298,Awake
[21:37:34.284],-0.298,Awake
[21:37:34.288],-0.298,Awake
[21:37:34.292],-0.29,Awake
[21:37:34.296],-0.29,Awake
[21:37:34.300],-0.282,Awake
[21:37:34.304],-0.282,Awake
[21:37:34.308],-0.282,Awake
[21:37:34.312],-0.275,Awake
[21:37:34.316],-0.267,Awake
[21:37:34.320],-0.267,Awake
[21:37:34.324],-0.267,Awake
[21:37:34.328],-0.259,Awake
[21:37:34.332],-0.259,Awake
[21:37:34.336],-0.251,Awake
[21:37:34.340],-0.251,Awake
[21:37:34.344],-0.243,Awake
[21:37:34.348],-0.243,Awake
[21:37:34.352],-0.235,Awake
[21:37:34.356],-0.235,Awake
[21:37:34.360],-0.235,Awake
[21:37:34.364],-0.227,Awake
[21:37:34.368],-0.227,Awake
[21:37:34.372],-0.235,Awake
[21:37:34.376],-0.235,Awake
[21:37:34.380],-0.243,Awake
[21:37:34.384],-0.227,Awake
[21:37:34.388],-0.235,Awake
[21:37:34.392],-0.235,Awake
[21:37:34.396],-0.235,Awake
[21:37:34.400],-0.235,Awake
[21:37:34.404],-0.235,Awake
[21:37:34.408],-0.243,Awake
[21:37:34.412],-0.243,Awake
[21:37:34.416],-0.235,Awake
[21:37:34.420],-0.243,Awake
[21:37:34.424],-0.251,Awake
[21:37:34.428],-0.251,Awake
[21:37:34.432],-0.251,Awake
[21:37:34.436],-0.251,Awake
[21:37:34.440],-0.251,Awake
[21:37:34.444],-0.251,Awake
[21:37:34.448],-0.251,Awake
[21:37:34.452],-0.251,Awake
[21:37:34.456],-0.259,Awake
[21:37:34.460],-0.259,Awake
[21:37:34.464],-0.251,Awake
[21:37:34.468],-0.259,Awake
[21:37:34.472],-0.259,Awake
[21:37:34.476],-0.259,Awake
[21:37:34.480],-0.259,Awake
[21:37:34.484],-0.259,Awake
[21:37:34.488],-0.259,Awake
[21:37:34.492],-0.259,Awake
[21:37:34.496],-0.251,Awake
[21:37:34.500],-0.243,Awake
[21:37:34.504],-0.243,Awake
[21:37:34.508],-0.243,Awake
[21:37:34.512],-0.235,Awake
[21:37:34.516],-0.235,Awake
[21:37:34.520],-0.235,Awake
[21:37:34.524],-0.235,Awake
[21:37:34.528],-0.235,Awake
[21:37:34.532],-0.227,Awake
[21:37:34.536],-0.22,Awake
[21:37:34.540],-0.212,Awake
[21:37:34.544],-0.204,Awake
[21:37:34.548],-0.188,Awake
[21:37:34.552],-0.188,Awake
[21:37:34.556],-0.188,Awake
[21:37:34.560],-0.188,Awake
[21:37:34.564],-0.196,Awake
[21:37:34.568],-0.204,Awake
[21:37:34.572],-0.212,Awake
[21:37:34.576],-0.22,Awake
[21:37:34.580],-0.227,Awake
[21:37:34.584],-0.227,Awake
[21:37:34.588],-0.227,Awake
[21:37:34.592],-0.235,Awake
[21:37:34.596],-0.243,Awake
[21:37:34.600],-0.251,Awake
[21:37:34.604],-0.275,Awake
[21:37:34.608],-0.29,Awake
[21:37:34.612],-0.298,Awake
[21:37:34.616],-0.306,Awake
[21:37:34.620],-0.306,Awake
[21:37:34.624],-0.306,Awake
[21:37:34.628],-0.306,Awake
[21:37:34.632],-0.306,Awake
[21:37:34.636],-0.306,Awake
[21:37:34.640],-0.306,Awake
[21:37:34.644],-0.306,Awake
[21:37:34.648],-0.298,Awake
[21:37:34.652],-0.298,Awake
[21:37:34.656],-0.298,Awake
[21:37:34.660],-0.298,Awake
[21:37:34.664],-0.298,Awake
[21:37:34.668],-0.298,Awake
[21:37:34.672],-0.29,Awake
[21:37:34.676],-0.267,Awake
[21:37:34.680],-0.204,Awake
[21:37:34.684],-0.063,Awake
[21:37:34.688],0.173,Awake
[21:37:34.692],0.502,Awake
[21:37:34.696],0.878,Awake
[21:37:34.700],0.996,Awake
[21:37:34.704],0.996,Awake
[21:37:34.708],0.996,Awake
[21:37:34.712],0.996,Awake
[21:37:34.716],0.776,Awake
[21:37:34.720],0.125,Awake
[21:37:34.724],-0.439,Awake
[21:37:34.728],-0.753,Awake
[21:37:34.732],-0.824,Awake
[21:37:34.736],-0.745,Awake
[21:37:34.740],-0.62,Awake
[21:37:34.744],-0.51,Awake
[21:37:34.748],-0.447,Awake
[21:37:34.752],-0.416,Awake
[21:37:34.756],-0.416,Awake
[21:37:34.760],-0.424,Awake
[21:37:34.764],-0.424,Awake
[21:37:34.768],-0.416,Awake
[21:37:34.772],-0.416,Awake
[21:37:34.776],-0.416,Awake
[21:37:34.780],-0.408,Awake
[21:37:34.784],-0.4,Awake
[21:37:34.788],-0.4,Awake
[21:37:34.792],-0.4,Awake
[21:37:34.796],-0.4,Awake
[21:37:34.800],-0.392,Awake
[21:37:34.804],-0.392,Awake
[21:37:34.808],-0.392,Awake
[21:37:34.812],-0.392,Awake
[21:37:34.816],-0.384,Awake
[21:37:34.820],-0.376,Awake
[21:37:34.824],-0.376,Awake
[21:37:34.828],-0.376,Awake
[21:37:34.832],-0.369,Awake
[21:37:34.836],-0.369,Awake
[21:37:34.840],-0.369,Awake
[21:37:34.844],-0.361,Awake
[21:37:34.848],-0.361,Awake
[21:37:34.852],-0.353,Awake
[21:37:34.856],-0.361,Awake
[21:37:34.860],-0.353,Awake
[21:37:34.864],-0.345,Awake
[21:37:34.868],-0.337,Awake
[21:37:34.872],-0.345,Awake
[21:37:34.876],-0.337,Awake
[21:37:34.880],-0.329,Awake
[21:37:34.884],-0.329,Awake
[21:37:34.888],-0.322,Awake
[21:37:34.892],-0.322,Awake
[21:37:34.896],-0.314,Awake
[21:37:34.900],-0.306,Awake
[21:37:34.904],-0.306,Awake
[21:37:34.908],-0.298,Awake
[21:37:34.912],-0.298,Awake
[21:37:34.916],-0.29,Awake
[21:37:34.920],-0.282,Awake
[21:37:34.924],-0.275,Awake
[21:37:34.928],-0.267,Awake
[21:37:34.932],-0.259,Awake
[21:37:34.936],-0.251,Awake
[21:37:34.940],-0.243,Awake
[21:37:34.944],-0.235,Awake
[21:37:34.948],-0.22,Awake
[21:37:34.952],-0.212,Awake
[21:37:34.956],-0.212,Awake
[21:37:34.960],-0.204,Awake
[21:37:34.964],-0.204,Awake
[21:37:34.968],-0.196,Awake
[21:37:34.972],-0.196,Awake
[21:37:34.976],-0.188,Awake
[21:37:34.980],-0.18,Awake
[21:37:34.984],-0.18,Awake
[21:37:34.988],-0.18,Awake
[21:37:34.992],-0.188,Awake
[21:37:34.996],-0.188,Awake
[21:37:35.000],-0.188,Awake
[21:37:35.004],-0.196,Awake
[21:37:35.008],-0.204,Awake
[21:37:35.012],-0.204,Awake
[21:37:35.016],-0.212,Awake
[21:37:35.020],-0.22,Awake
[21:37:35.024],-0.235,Awake
[21:37:35.028],-0.243,Awake
[21:37:35.032],-0.251,Awake
[21:37:35.036],-0.259,Awake
[21:37:35.040],-0.275,Awake
[21:37:35.044],-0.282,Awake
[21:37:35.048],-0.282,Awake
[21:37:35.052],-0.29,Awake
[21:37:35.056],-0.298,Awake
[21:37:35.060],-0.306,Awake
[21:37:35.064],-0.306,Awake
[21:37:35.068],-0.306,Awake
[21:37:35.072],-0.314,Awake
[21:37:35.076],-0.314,Awake
[21:37:35.080],-0.314,Awake
[21:37:35.084],-0.314,Awake
[21:37:35.088],-0.314,Awake
[21:37:35.092],-0.322,Awake
[21:37:35.096],-0.314,Awake
[21:37:35.100],-0.314,Awake
[21:37:35.104],-0.322,Awake
[21:37:35.108],-0.314,Awake
[21:37:35.112],-0.314,Awake
[21:37:35.116],-0.314,Awake
[21:37:35.120],-0.314,Awake
[21:37:35.124],-0.314,Awake
[21:37:35.128],-0.314,Awake
[21:37:35.132],-0.314,Awake
[21:37:35.136],-0.314,Awake
[21:37:35.140],-0.314,Awake
[21:37:35.144],-0.314,Awake
[21:37:35.148],-0.306,Awake
[21:37:35.152],-0.306,Awake
[21:37:35.156],-0.306,Awake
[21:37:35.160],-0.306,Awake
[21:37:35.164],-0.29,Awake
[21:37:35.168],-0.29,Awake
[21:37:35.172],-0.29,Awake
[21:37:35.176],-0.282,Awake
[21:37:35.180],-0.275,Awake
[21:37:35.184],-0.275,Awake
[21:37:35.188],-0.267,Awake
[21:37:35.192],-0.267,Awake
[21:37:35.196],-0.259,Awake
[21:37:35.200],-0.251,Awake
[21:37:35.204],-0.251,Awake
[21:37:35.208],-0.251,Awake
[21:37:35.212],-0.243,Awake
[21:37:35.216],-0.243,Awake
[21:37:35.220],-0.235,Awake
[21:37:35.224],-0.235,Awake
[21:37:35.228],-0.235,Awake
[21:37:35.232],-0.235,Awake
[21:37:35.236],-0.235,Awake
[21:37:35.240],-0.235,Awake
[21:37:35.244],-0.235,Awake
[21:37:35.248],-0.235,Awake
[21:37:35.252],-0.235,Awake
[21:37:35.256],-0.243,Awake
[21:37:35.260],-0.243,Awake
[21:37:35.264],-0.243,Awake
[21:37:35.268],-0.243,Awake
[21:37:35.272],-0.243,Awake
[21:37:35.276],-0.243,Awake
[21:37:35.280],-0.243,Awake
[21:37:35.284],-0.243,Awake
[21:37:35.288],-0.251,Awake
[21:37:35.292],-0.251,Awake
[21:37:35.296],-0.251,Awake
[21:37:35.300],-0.251,Awake
[21:37:35.304],-0.251,Awake
[21:37:35.308],-0.259,Awake
[21:37:35.312],-0.259,Awake
[21:37:35.316],-0.251,Awake
[21:37:35.320],-0.251,Awake
[21:37:35.324],-0.259,Awake
[21:37:35.328],-0.251,Awake
[21:37:35.332],-0.251,Awake
[21:37:35.336],-0.251,Awake
[21:37:35.340],-0.259,Awake
[21:37:35.344],-0.259,Awake
[21:37:35.348],-0.251,Awake
[21:37:35.352],-0.251,Awake
[21:37:35.356],-0.259,Awake
[21:37:35.360],-0.251,Awake
[21:37:35.364],-0.251,Awake
[21:37:35.368],-0.251,Awake
[21:37:35.372],-0.251,Awake
[21:37:35.376],-0.251,Awake
[21:37:35.380],-0.251,Awake
[21:37:35.384],-0.243,Awake
[21:37:35.388],-0.251,Awake
[21:37:35.392],-0.243,Awake
[21:37:35.396],-0.235,Awake
[21:37:35.400],-0.227,Awake
[21:37:35.404],-0.227,Awake
[21:37:35.408],-0.227,Awake
[21:37:35.412],-0.22,Awake
[21:37:35.416],-0.22,Awake
[21:37:35.420],-0.212,Awake
[21:37:35.424],-0.212,Awake
[21:37:35.428],-0.204,Awake
[21:37:35.432],-0.196,Awake
[21:37:35.436],-0.188,Awake
[21:37:35.440],-0.18,Awake
[21:37:35.444],-0.173,Awake
[21:37:35.448],-0.173,Awake
[21:37:35.452],-0.18,Awake
[21:37:35.456],-0.18,Awake
[21:37:35.460],-0.196,Awake
[21:37:35.464],-0.196,Awake
[21:37:35.468],-0.204,Awake
[21:37:35.472],-0.212,Awake
[21:37:35.476],-0.212,Awake
[21:37:35.480],-0.212,Awake
[21:37:35.484],-0.212,Awake
[21:37:35.488],-0.227,Awake
[21:37:35.492],-0.243,Awake
[21:37:35.496],-0.251,Awake
[21:37:35.500],-0.267,Awake
[21:37:35.504],-0.282,Awake
[21:37:35.508],-0.282,Awake
[21:37:35.512],-0.29,Awake
[21:37:35.516],-0.29,Awake
[21:37:35.520],-0.29,Awake
[21:37:35.524],-0.29,Awake
[21:37:35.528],-0.29,Awake
[21:37:35.532],-0.29,Awake
[21:37:35.536],-0.29,Awake
[21:37:35.540],-0.29,Awake
[21:37:35.544],-0.29,Awake
[21:37:35.548],-0.29,Awake
[21:37:35.552],-0.282,Awake
[21:37:35.556],-0.282,Awake
[21:37:35.560],-0.275,Awake
[21:37:35.564],-0.267,Awake
[21:37:35.568],-0.251,Awake
[21:37:35.572],-0.188,Awake
[21:37:35.576],-0.055,Awake
[21:37:35.580],0.18,Awake
[21:37:35.584],0.51,Awake
[21:37:35.588],0.894,Awake
[21:37:35.592],0.996,Awake
[21:37:35.596],0.996,Awake
[21:37:35.600],0.996,Awake
[21:37:35.604],0.996,Awake
[21:37:35.608],0.933,Awake
[21:37:35.612],0.282,Awake
[21:37:35.616],-0.306,Awake
[21:37:35.620],-0.667,Awake
[21:37:35.624],-0.776,Awake
[21:37:35.628],-0.706,Awake
[21:37:35.632],-0.573,Awake
[21:37:35.636],-0.471,Awake
[21:37:35.640],-0.416,Awake
[21:37:35.644],-0.4,Awake
[21:37:35.648],-0.408,Awake
[21:37:35.652],-0.416,Awake
[21:37:35.656],-0.424,Awake
[21:37:35.660],-0.424,Awake
[21:37:35.664],-0.416,Awake
[21:37:35.668],-0.408,Awake
[21:37:35.672],-0.408,Awake
[21:37:35.676],-0.4,Awake
[21:37:35.680],-0.4,Awake
[21:37:35.684],-0.4,Awake
[21:37:35.688],-0.4,Awake
[21:37:35.692],-0.4,Awake
[21:37:35.696],-0.392,Awake
[21:37:35.700],-0.384,Awake
[21:37:35.704],-0.384,Awake
[21:37:35.708],-0.384,Awake
[21:37:35.712],-0.376,Awake
[21:37:35.716],-0.369,Awake
[21:37:35.720],-0.369,Awake
[21:37:35.724],-0.369,Awake
[21:37:35.728],-0.361,Awake
[21:37:35.732],-0.361,Awake
[21:37:35.736],-0.353,Awake
[21:37:35.740],-0.353,Awake
[21:37:35.744],-0.353,Awake
[21:37:35.748],-0.345,Awake
[21:37:35.752],-0.337,Awake
[21:37:35.756],-0.337,Awake
[21:37:35.760],-0.337,Awake
[21:37:35.764],-0.329,Awake
[21:37:35.768],-0.322,Awake
[21:37:35.772],-0.322,Awake
[21:37:35.776],-0.322,Awake
[21:37:35.780],-0.314,Awake
[21:37:35.784],-0.306,Awake
[21:37:35.788],-0.306,Awake
[21:37:35.792],-0.306,Awake
[21:37:35.796],-0.298,Awake
[21:37:35.800],-0.29,Awake
[21:37:35.804],-0.29,Awake
[21:37:35.808],-0.282,Awake
[21:37:35.812],-0.275,Awake
[21:37:35.816],-0.267,Awake
[21:37:35.820],-0.267,Awake
[21:37:35.824],-0.259,Awake
[21:37:35.828],-0.251,Awake
[21:37:35.832],-0.243,Awake
[21:37:35.836],-0.235,Awake
[21:37:35.840],-0.227,Awake
[21:37:35.844],-0.22,Awake
[21:37:35.848],-0.212,Awake
[21:37:35.852],-0.204,Awake
[21:37:35.856],-0.196,Awake
[21:37:35.860],-0.196,Awake
[21:37:35.864],-0.188,Awake
[21:37:35.868],-0.18,Awake
[21:37:35.872],-0.18,Awake
[21:37:35.876],-0.18,Awake
[21:37:35.880],-0.18,Awake
[21:37:35.884],-0.18,Awake
[21:37:35.888],-0.18,Awake
[21:37:35.892],-0.188,Awake
[21:37:35.896],-0.188,Awake
[21:37:35.900],-0.188,Awake
[21:37:35.904],-0.188,Awake
[21:37:35.908],-0.196,Awake
[21:37:35.912],-0.204,Awake
[21:37:35.916],-0.204,Awake
[21:37:35.920],-0.22,Awake
[21:37:35.924],-0.227,Awake
[21:37:35.928],-0.235,Awake
[21:37:35.932],-0.243,Awake
[21:37:35.936],-0.251,Awake
[21:37:35.940],-0.259,Awake
[21:37:35.944],-0.267,Awake
[21:37:35.948],-0.267,Awake
[21:37:35.952],-0.275,Awake
[21:37:35.956],-0.282,Awake
[21:37:35.960],-0.282,Awake
[21:37:35.964],-0.282,Awake
[21:37:35.968],-0.282,Awake
[21:37:35.972],-0.282,Awake
[21:37:35.976],-0.29,Awake
[21:37:35.980],-0.29,Awake
[21:37:35.984],-0.29,Awake
[21:37:35.988],-0.29,Awake
[21:37:35.992],-0.29,Awake
[21:37:35.996],-0.29,Awake
[21:37:36.000],-0.29,Awake
[21:37:36.004],-0.29,Awake
[21:37:36.008],-0.29,Awake
[21:37:36.012],-0.29,Awake
[21:37:36.016],-0.282,Awake
[21:37:36.020],-0.282,Awake
[21:37:36.024],-0.29,Awake
[21:37:36.028],-0.282,Awake
[21:37:36.032],-0.282,Awake
[21:37:36.036],-0.275,Awake
[21:37:36.040],-0.282,Awake
[21:37:36.044],-0.275,Awake
[21:37:36.048],-0.275,Awake
[21:37:36.052],-0.267,Awake
[21:37:36.056],-0.267,Awake
[21:37:36.060],-0.267,Awake
[21:37:36.064],-0.259,Awake
[21:37:36.068],-0.259,Awake
[21:37:36.072],-0.259,Awake
[21:37:36.076],-0.259,Awake
[21:37:36.080],-0.251,Awake
[21:37:36.084],-0.243,Awake
[21:37:36.088],-0.243,Awake
[21:37:36.092],-0.243,Awake
[21:37:36.096],-0.243,Awake
[21:37:36.100],-0.235,Awake
[21:37:36.104],-0.235,Awake
[21:37:36.108],-0.243,Awake
[21:37:36.112],-0.235,Awake
[21:37:36.116],-0.227,Awake
[21:37:36.120],-0.227,Awake
[21:37:36.124],-0.227,Awake
[21:37:36.128],-0.227,Awake
[21:37:36.132],-0.227,Awake
[21:37:36.136],-0.227,Awake
[21:37:36.140],-0.227,Awake
[21:37:36.144],-0.227,Awake
[21:37:36.148],-0.227,Awake
[21:37:36.152],-0.227,Awake
[21:37:36.156],-0.227,Awake
[21:37:36.160],-0.235,Awake
[21:37:36.164],-0.235,Awake
[21:37:36.168],-0.235,Awake
[21:37:36.172],-0.235,Awake
[21:37:36.176],-0.235,Awake
[21:37:36.180],-0.235,Awake
[21:37:36.184],-0.235,Awake
[21:37:36.188],-0.243,Awake
[21:37:36.192],-0.243,Awake
[21:37:36.196],-0.251,Awake
[21:37:36.200],-0.243,Awake
[21:37:36.204],-0.243,Awake
[21:37:36.208],-0.243,Awake
[21:37:36.212],-0.243,Awake
[21:37:36.216],-0.243,Awake
[21:37:36.220],-0.243,Awake
